tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax,Geocoded_City1,Geocoded_City2
Table 4,2018,1,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",57390,163.43,223.45,49550,-60.02,-0.2686,7840,0.1582,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2018,1,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",19400,118.49,268.41,9720,-149.93,-0.5586,9680,0.9959,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,2018,1,30647,33495,"Cleveland, OH (Metropolitan Area)","New Orleans, LA",23480,169.13,222.69,16690,-53.56,-0.2405,6790,0.4068,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,2018,1,30977,33105,"Chicago, IL","Cincinnati, OH",68630,133.35,222.91,42350,-89.56,-0.4018,26280,0.6205,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)"
Table 4,2018,1,31066,33495,"Columbus, OH","New Orleans, LA",18730,174.4,228.61,13480,-54.21,-0.2371,5250,0.3895,"Columbus, OH
(39.962649, -82.996216)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,2018,1,31123,33195,"St. Louis, MO","Tampa, FL (Metropolitan Area)",48450,179.17,249.38,36660,-70.2,-0.2815,11790,0.3216,"St. Louis, MO
(38.630276, -90.200309)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2018,1,31295,30693,"Detroit, MI","Nashville, TN",58530,194.38,243.15,50530,-48.77,-0.2006,8000,0.1583,"Detroit, MI
(42.332916, -83.047853)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2018,1,31295,31453,"Detroit, MI","Houston, TX",72510,190.14,270.81,63410,-80.67,-0.2979,9100,0.1435,"Detroit, MI
(42.332916, -83.047853)","Houston, TX
(29.760803, -95.369506)"
Table 4,2018,1,31454,30466,"Orlando, FL","Phoenix, AZ",101600,200.12,277.5,75020,-77.38,-0.2788,26580,0.3543,"Orlando, FL
(28.538331, -81.378879)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2018,1,31454,34653,"Orlando, FL","Tulsa, OK",14900,217.74,278.3,12520,-60.56,-0.2176,2380,0.1901,"Orlando, FL
(28.538331, -81.378879)","Tulsa, OK
(61.096484, -160.967455)"
Table 4,2018,1,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",30930,212.39,280.77,23670,-68.38,-0.2435,7260,0.3067,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)"
Table 4,2018,1,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",44280,261.18,347.83,31940,-86.64,-0.2491,12340,0.3864,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)"
Table 4,2018,1,32211,33044,"Las Vegas, NV","Louisville, KY",25540,197.65,248.21,21810,-50.55,-0.2037,3730,0.171,"Las Vegas, NV
(36.169202, -115.140597)","Louisville, KY
(38.256078, -85.751569)"
Table 4,2018,1,32211,33244,"Las Vegas, NV","Memphis, TN",28690,165.17,228.51,22320,-63.34,-0.2772,6370,0.2854,"Las Vegas, NV
(36.169202, -115.140597)","Memphis, TN
(35.143378, -90.052136)"
Table 4,2018,1,32211,33485,"Las Vegas, NV","Madison, WI",15070,172.17,255.57,9970,-83.4,-0.3263,5100,0.5115,"Las Vegas, NV
(36.169202, -115.140597)","Madison, WI
(43.073926, -89.385244)"
Table 4,2018,1,32211,34492,"Las Vegas, NV","Raleigh/Durham, NC",53970,198.84,291.05,40080,-92.21,-0.3168,13890,0.3466,"Las Vegas, NV
(36.169202, -115.140597)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2018,1,32337,30559,"Indianapolis, IN","Seattle, WA",24040,224.62,281.41,16030,-56.79,-0.2018,8010,0.4997,"Indianapolis, IN
(39.76845, -86.156212)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2018,1,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",49620,236.92,330.58,35940,-93.66,-0.2833,13680,0.3806,"Indianapolis, IN
(39.76845, -86.156212)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2018,1,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",72710,133.39,205.83,46260,-72.45,-0.352,26450,0.5718,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2018,1,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",95900,187.25,278.54,70150,-91.29,-0.3278,25750,0.3671,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2018,1,33192,33570,"Sacramento, CA","San Diego, CA",187370,121.64,159.69,146600,-38.05,-0.2383,40770,0.2781,"Sacramento, CA
(38.582087, -121.50012)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,1,33198,33570,"Kansas City, MO","San Diego, CA",40810,190.08,251.66,31470,-61.58,-0.2447,9340,0.2968,"Kansas City, MO
(39.099792, -94.578559)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,1,33342,30693,"Milwaukee, WI","Nashville, TN",29090,118.63,237.35,6640,-118.72,-0.5002,22450,3.381,"Milwaukee, WI
(43.041072, -87.909421)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2018,1,33342,33195,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",67100,160,200.7,45930,-40.7,-0.2028,21170,0.4609,"Milwaukee, WI
(43.041072, -87.909421)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2018,1,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",54650,139.67,186.85,41490,-47.19,-0.2526,13160,0.3172,"New Orleans, LA
(29.950621, -90.074948)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2018,1,33495,33214,"New Orleans, LA","San Antonio, TX",26460,162.96,207.24,20600,-44.28,-0.2137,5860,0.2845,"New Orleans, LA
(29.950621, -90.074948)","San Antonio, TX
(29.425173, -98.494599)"
Table 4,2018,1,33570,31123,"San Diego, CA","St. Louis, MO",40140,206.38,268.69,31780,-62.3,-0.2319,8360,0.2631,"San Diego, CA
(32.71576, -117.163817)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,2018,1,33570,33195,"San Diego, CA","Tampa, FL (Metropolitan Area)",32680,243,305.45,24100,-62.45,-0.2044,8580,0.356,"San Diego, CA
(32.71576, -117.163817)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2018,1,33851,31454,"Oklahoma City, OK","Orlando, FL",24410,193.31,259.47,17990,-66.16,-0.255,6420,0.3569,"Oklahoma City, OK
(35.468494, -97.521264)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2018,2,31066,31453,"Columbus, OH","Houston, TX",35190,265.94,337.1,23820,-71.16,-0.2111,11370,0.4773,"Columbus, OH
(39.962649, -82.996216)","Houston, TX
(29.760803, -95.369506)"
Table 4,2018,2,31136,34100,"Jacksonville, FL","Philadelphia, PA",40600,220.98,292.65,29430,-71.67,-0.2449,11170,0.3795,"Jacksonville, FL
(30.325968, -81.65676)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2018,2,31295,31453,"Detroit, MI","Houston, TX",86160,197.35,247.67,71480,-50.32,-0.2032,14680,0.2054,"Detroit, MI
(42.332916, -83.047853)","Houston, TX
(29.760803, -95.369506)"
Table 4,2018,2,31295,33570,"Detroit, MI","San Diego, CA",65600,248.7,312.41,48180,-63.71,-0.2039,17420,0.3616,"Detroit, MI
(42.332916, -83.047853)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,2,31453,31650,"Houston, TX","Minneapolis/St. Paul, MN",74410,211.14,264.88,57310,-53.74,-0.2029,17100,0.2984,"Houston, TX
(29.760803, -95.369506)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2018,2,31453,33342,"Houston, TX","Milwaukee, WI",34340,201.81,265.38,18190,-63.57,-0.2396,16150,0.8878,"Houston, TX
(29.760803, -95.369506)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,2018,2,31454,34653,"Orlando, FL","Tulsa, OK",20500,185.44,263.14,13570,-77.7,-0.2953,6930,0.5107,"Orlando, FL
(28.538331, -81.378879)","Tulsa, OK
(61.096484, -160.967455)"
Table 4,2018,2,31650,33570,"Minneapolis/St. Paul, MN","San Diego, CA",82700,205.7,265.29,66550,-59.58,-0.2246,16150,0.2427,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,2,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",48070,213.68,270.59,35810,-56.91,-0.2103,12260,0.3424,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)"
Table 4,2018,2,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",62670,244.06,346.09,37970,-102.03,-0.2948,24700,0.6505,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)"
Table 4,2018,2,32211,33044,"Las Vegas, NV","Louisville, KY",28870,201.69,272.2,20580,-70.51,-0.259,8290,0.4028,"Las Vegas, NV
(36.169202, -115.140597)","Louisville, KY
(38.256078, -85.751569)"
Table 4,2018,2,32211,33244,"Las Vegas, NV","Memphis, TN",33580,171.27,217.18,27780,-45.91,-0.2114,5800,0.2088,"Las Vegas, NV
(36.169202, -115.140597)","Memphis, TN
(35.143378, -90.052136)"
Table 4,2018,2,32211,33316,"Las Vegas, NV","Omaha, NE",49620,165.99,227.68,36520,-61.69,-0.271,13100,0.3587,"Las Vegas, NV
(36.169202, -115.140597)","Omaha, NE
(46.07035, -93.666319)"
Table 4,2018,2,32211,34492,"Las Vegas, NV","Raleigh/Durham, NC",62850,197.49,299.83,42210,-102.35,-0.3414,20640,0.489,"Las Vegas, NV
(36.169202, -115.140597)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2018,2,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",72460,241.76,320.96,51280,-79.2,-0.2468,21180,0.413,"Indianapolis, IN
(39.76845, -86.156212)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2018,2,32457,34689,"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",20540,225.06,355.07,8200,-130.01,-0.3662,12340,1.5049,"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)","Santa Barbara, CA
(34.420867, -119.698342)"
Table 4,2018,2,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",67540,119.7,149.99,44520,-30.3,-0.202,23020,0.5171,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2018,2,33198,33570,"Kansas City, MO","San Diego, CA",48200,192.28,264.68,32190,-72.4,-0.2736,16010,0.4974,"Kansas City, MO
(39.099792, -94.578559)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,2,33198,34492,"Kansas City, MO","Raleigh/Durham, NC",30710,171.17,248.47,19890,-77.3,-0.3111,10820,0.544,"Kansas City, MO
(39.099792, -94.578559)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2018,2,33342,30693,"Milwaukee, WI","Nashville, TN",36090,135,232.47,9370,-97.48,-0.4193,26720,2.8516,"Milwaukee, WI
(43.041072, -87.909421)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2018,2,33851,31454,"Oklahoma City, OK","Orlando, FL",27880,181.67,241.2,19620,-59.52,-0.2468,8260,0.421,"Oklahoma City, OK
(35.468494, -97.521264)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2018,3,30140,30325,"Albuquerque, NM","Denver, CO",45280,150.38,189.22,34720,-38.84,-0.2052,10560,0.3042,,
Table 4,2018,3,30140,31454,"Albuquerque, NM","Orlando, FL",18590,195.93,259.49,13370,-63.56,-0.2449,5220,0.3904,,
Table 4,2018,3,30325,31136,"Denver, CO","Jacksonville, FL",40000,194.76,256.47,24570,-61.71,-0.2406,15430,0.628,,
Table 4,2018,4,30279,31453,"Amarillo, TX","Houston, TX",18360,186.02,273.26,13340,-87.23,-0.3192,5020,0.3763,,
Table 4,2018,4,30423,31066,"Austin, TX","Columbus, OH",21270,197.21,256.21,14820,-59,-0.2303,6450,0.4352,,
Table 4,2018,4,30599,30325,"Birmingham, AL","Denver, CO",19240,229.41,313.88,14720,-84.47,-0.2691,4520,0.3071,,
Table 4,2018,4,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",21000,123.03,156.37,18500,-33.34,-0.2132,2500,0.1351,,
Table 4,2018,4,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",162070,170.91,248.76,123060,-77.85,-0.3129,39010,0.317,,
Table 4,2018,4,30792,30325,"Buffalo, NY","Denver, CO",19760,188.94,258.44,14420,-69.5,-0.2689,5340,0.3703,,
Table 4,2018,4,30977,34685,"Chicago, IL","Savannah, GA",22380,228.48,334.06,13470,-105.58,-0.316,8910,0.6615,,
Table 4,2018,4,30994,30325,"Charleston, SC","Denver, CO",22910,213.71,283.09,15240,-69.38,-0.2451,7670,0.5033,,
Table 4,2018,4,31066,31453,"Columbus, OH","Houston, TX",42310,208.71,305.42,29450,-96.71,-0.3166,12860,0.4367,,
Table 4,2018,4,31136,32211,"Jacksonville, FL","Las Vegas, NV",28090,221.39,281.91,17630,-60.52,-0.2147,10460,0.5933,,
Table 4,2018,4,31453,33044,"Houston, TX","Louisville, KY",31010,190.68,309.54,16090,-118.85,-0.384,14920,0.9273,,
Table 4,2018,4,31453,33192,"Houston, TX","Sacramento, CA",40120,250.28,315.06,28840,-64.78,-0.2056,11280,0.3911,,
Table 4,2018,4,31454,34321,"Orlando, FL","Portland, ME",19980,170.1,221.55,14930,-51.46,-0.2322,5050,0.3382,,
Table 4,2018,4,31454,34524,"Orlando, FL","Richmond, VA",48870,146.66,185.4,38970,-38.74,-0.209,9900,0.254,,
Table 4,2018,4,32457,34689,"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",23060,218.91,314.34,11950,-95.42,-0.3036,11110,0.9297,,
Table 4,2018,4,33198,34492,"Kansas City, MO","Raleigh/Durham, NC",26270,181.1,241.12,18920,-60.03,-0.249,7350,0.3885,,
Table 4,2018,4,33342,30559,"Milwaukee, WI","Seattle, WA",31120,201.23,255.43,21230,-54.2,-0.2122,9890,0.4658,,
Table 4,2018,4,33342,33570,"Milwaukee, WI","San Diego, CA",25380,197.12,276.97,15670,-79.85,-0.2883,9710,0.6197,,
Table 4,2018,4,34492,33214,"Raleigh/Durham, NC","San Antonio, TX",20570,189.22,264.79,14090,-75.57,-0.2854,6480,0.4599,,
Table 4,2019,1,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",38840,233.49,307.13,26720,-73.63,-0.2398,12120,0.4536,,
Table 4,2019,1,30198,30559,"Pittsburgh, PA","Seattle, WA",20540,217.01,305.53,13760,-88.51,-0.2897,6780,0.4927,,
Table 4,2019,1,30325,33667,"Denver, CO","Norfolk, VA (Metropolitan Area)",16260,218.71,290.97,12480,-72.26,-0.2483,3780,0.3029,,
Table 4,2019,1,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",47370,153.59,316.62,23170,-163.03,-0.5149,24200,1.0444,,
Table 4,2019,1,30559,30436,"Seattle, WA","Tucson, AZ",45770,155.8,206.38,35750,-50.59,-0.2451,10020,0.2803,,
Table 4,2019,1,30599,30325,"Birmingham, AL","Denver, CO",17640,245.06,307.34,10670,-62.27,-0.2026,6970,0.6532,,
Table 4,2019,1,30627,30466,"Bismarck/Mandan, ND","Phoenix, AZ",27080,116.67,168.4,19040,-51.73,-0.3072,8040,0.4223,,
Table 4,2019,1,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",98850,157.8,287.57,89000,-129.77,-0.4513,9850,0.1107,,
Table 4,2019,1,30721,34576,"Boston, MA (Metropolitan Area)","Rochester, NY",21380,119.9,225.25,11230,-105.35,-0.4677,10150,0.9038,,
Table 4,2019,1,30849,30325,"Bozeman, MT","Denver, CO",17290,195.48,285.85,12580,-90.37,-0.3162,4710,0.3744,,
Table 4,2019,1,30977,34262,"Chicago, IL","Palm Springs, CA",39680,253,328.92,28420,-75.92,-0.2308,11260,0.3962,,
Table 4,2019,1,30977,34685,"Chicago, IL","Savannah, GA",18330,239.97,311.72,6020,-71.75,-0.2302,12310,2.0448,,
Table 4,2019,1,31066,31453,"Columbus, OH","Houston, TX",33590,219.58,322.9,25270,-103.32,-0.32,8320,0.3292,,
Table 4,2019,1,31136,32211,"Jacksonville, FL","Las Vegas, NV",26020,226.86,294.35,18640,-67.49,-0.2293,7380,0.3959,,
Table 4,2019,1,31295,31136,"Detroit, MI","Jacksonville, FL",31170,168.5,260.15,16530,-91.65,-0.3523,14640,0.8857,,
Table 4,2019,1,31453,32896,"Houston, TX","Lubbock, TX",24950,185.11,231.69,18170,-46.58,-0.201,6780,0.3731,,
Table 4,2019,1,31453,33044,"Houston, TX","Louisville, KY",23340,200.36,318.93,12440,-118.58,-0.3718,10900,0.8762,,
Table 4,2019,1,31453,33192,"Houston, TX","Sacramento, CA",34330,243.44,327.64,24880,-84.19,-0.257,9450,0.3798,,
Table 4,2019,1,31453,33667,"Houston, TX","Norfolk, VA (Metropolitan Area)",16900,237.95,301.62,12810,-63.67,-0.2111,4090,0.3193,,
Table 4,2019,1,31453,34100,"Houston, TX","Philadelphia, PA",69460,283.48,357.08,60550,-73.6,-0.2061,8910,0.1472,,
Table 4,2019,1,31454,33192,"Orlando, FL","Sacramento, CA",39160,230.2,289.45,25700,-59.25,-0.2047,13460,0.5237,,
Table 4,2019,1,31454,34524,"Orlando, FL","Richmond, VA",49560,141.71,180.58,38960,-38.87,-0.2152,10600,0.2721,,
Table 4,2019,1,31637,30466,"Fargo, ND","Phoenix, AZ",36070,147.04,209.61,28210,-62.57,-0.2985,7860,0.2786,,
Table 4,2019,1,31650,34100,"Minneapolis/St. Paul, MN","Philadelphia, PA",46400,267.75,340.35,55100,-72.6,-0.2133,-8700,-0.1579,,
Table 4,2019,1,31714,30466,"Fort Myers, FL","Phoenix, AZ",21340,234.22,306.14,14780,-71.92,-0.2349,6560,0.4438,,
Table 4,2019,1,31714,31453,"Fort Myers, FL","Houston, TX",17150,254.82,318.56,12840,-63.73,-0.2001,4310,0.3357,,
Table 4,2019,1,31714,33485,"Fort Myers, FL","Madison, WI",19430,181.04,265.92,7360,-84.88,-0.3192,12070,1.64,,
Table 4,2019,1,31986,30466,"Grand Rapids, MI","Phoenix, AZ",41210,182.92,244.09,23530,-61.18,-0.2506,17680,0.7514,,
Table 4,2019,1,32211,33667,"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",24320,223.33,287.04,16280,-63.71,-0.222,8040,0.4939,,
Table 4,2019,1,33105,33570,"Cincinnati, OH","San Diego, CA",20560,209.95,267.63,14580,-57.68,-0.2155,5980,0.4102,,
Table 4,2019,1,33304,30466,"Minot, ND","Phoenix, AZ",17210,123.33,159.79,14730,-36.45,-0.2281,2480,0.1684,,
Table 4,2019,1,33342,33570,"Milwaukee, WI","San Diego, CA",21950,201.66,257.7,16220,-56.04,-0.2174,5730,0.3533,,
Table 4,2019,1,33485,30466,"Madison, WI","Phoenix, AZ",22560,239.17,349.07,8380,-109.9,-0.3148,14180,1.6921,,
Table 4,2019,1,33851,30852,"Oklahoma City, OK","Washington, DC (Metropolitan Area)",35560,219.66,276.16,30210,-56.5,-0.2046,5350,0.1771,,
Table 4,2019,1,34252,30559,"Pasco/Kennewick/Richland, WA","Seattle, WA",23350,123.53,158.53,17200,-35,-0.2208,6150,0.3576,,
Table 4,2019,1,34262,34057,"Palm Springs, CA","Portland, OR",55350,171.97,219.37,35520,-47.4,-0.2161,19830,0.5583,,
Table 4,2019,1,34321,33195,"Portland, ME","Tampa, FL (Metropolitan Area)",18180,159.31,200.33,13210,-41.02,-0.2048,4970,0.3762,,
Table 4,2019,1,34492,33214,"Raleigh/Durham, NC","San Antonio, TX",20760,182.32,272.15,14150,-89.83,-0.3301,6610,0.4671,,
Table 4,2019,2,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",38690,246.33,313.5,28840,-67.17,-0.2142,9850,0.3415,,
Table 4,2019,2,30198,30559,"Pittsburgh, PA","Seattle, WA",34100,258.47,319.07,23420,-60.6,-0.1899,10680,0.456,,
Table 4,2019,2,30325,30615,"Denver, CO","El Paso, TX",20310,161.97,195.67,15200,-33.7,-0.1722,5110,0.3362,,
Table 4,2019,2,30325,33495,"Denver, CO","New Orleans, LA",78010,178.11,210.96,78130,-32.85,-0.1557,-120,-0.0015,,
Table 4,2019,2,30325,33667,"Denver, CO","Norfolk, VA (Metropolitan Area)",27270,224.71,301.47,21040,-76.76,-0.2546,6230,0.2961,,
Table 4,2019,2,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",52340,161.85,312.48,24590,-150.63,-0.482,27750,1.1285,,
Table 4,2019,2,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",31420,99.85,120.81,28380,-20.96,-0.1735,3040,0.1071,,
Table 4,2019,2,30466,30559,"Phoenix, AZ","Seattle, WA",287290,155.06,185.11,268270,-30.05,-0.1623,19020,0.0709,,
Table 4,2019,2,30559,30436,"Seattle, WA","Tucson, AZ",36510,184.15,226.84,29510,-42.69,-0.1882,7000,0.2372,,
Table 4,2019,2,30615,32457,"El Paso, TX","San Francisco, CA (Metropolitan Area)",22450,188.66,252.22,16450,-63.57,-0.252,6000,0.3647,,
Table 4,2019,2,30615,33570,"El Paso, TX","San Diego, CA",27010,121.33,161.6,16850,-40.26,-0.2492,10160,0.603,,
Table 4,2019,2,30647,33570,"Cleveland, OH (Metropolitan Area)","San Diego, CA",28410,237.28,289.3,24140,-52.02,-0.1798,4270,0.1769,,
Table 4,2019,2,30647,34986,"Cleveland, OH (Metropolitan Area)","Sarasota/Bradenton, FL",20710,136.86,224.36,7610,-87.5,-0.39,13100,1.7214,,
Table 4,2019,2,30849,32575,"Bozeman, MT","Los Angeles, CA (Metropolitan Area)",20740,206.92,274.75,13040,-67.83,-0.2469,7700,0.5905,,
Table 4,2019,2,30977,31423,"Chicago, IL","Des Moines, IA",29750,219.68,264.43,22810,-44.76,-0.1692,6940,0.3042,,
Table 4,2019,2,30977,34492,"Chicago, IL","Raleigh/Durham, NC",151920,158.58,202.46,124560,-43.88,-0.2168,27360,0.2196,,
Table 4,2019,2,31066,31453,"Columbus, OH","Houston, TX",43770,220.79,265.94,35190,-45.15,-0.1698,8580,0.2438,,
Table 4,2019,2,31136,32211,"Jacksonville, FL","Las Vegas, NV",30530,229.25,276.62,22470,-47.36,-0.1712,8060,0.3587,,
Table 4,2019,2,31295,31136,"Detroit, MI","Jacksonville, FL",31170,170.25,263.97,18740,-93.71,-0.355,12430,0.6633,,
Table 4,2019,2,31295,34492,"Detroit, MI","Raleigh/Durham, NC",41030,196.32,256.71,35410,-60.39,-0.2352,5620,0.1587,,
Table 4,2019,2,31453,32896,"Houston, TX","Lubbock, TX",25260,190.31,236.92,19160,-46.61,-0.1968,6100,0.3184,,
Table 4,2019,2,31453,33044,"Houston, TX","Louisville, KY",31080,211.96,278.21,18730,-66.26,-0.2382,12350,0.6594,,
Table 4,2019,2,31453,33192,"Houston, TX","Sacramento, CA",43500,250.79,302.89,31620,-52.11,-0.172,11880,0.3757,,
Table 4,2019,2,31454,34321,"Orlando, FL","Portland, ME",23440,177.08,217.21,19260,-40.12,-0.1847,4180,0.217,,
Table 4,2019,2,31454,35096,"Orlando, FL","Syracuse, NY",37190,166.15,206.8,31820,-40.66,-0.1966,5370,0.1688,,
Table 4,2019,2,31637,30466,"Fargo, ND","Phoenix, AZ",22140,130.17,180.07,16220,-49.9,-0.2771,5920,0.365,,
Table 4,2019,2,31650,34100,"Minneapolis/St. Paul, MN","Philadelphia, PA",86890,208.85,257.03,68000,-48.18,-0.1874,18890,0.2778,,
Table 4,2019,2,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",143350,221.22,261.88,121910,-40.65,-0.1552,21440,0.1759,,
Table 4,2019,2,31986,33195,"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",34450,125.67,158.75,31660,-33.07,-0.2084,2790,0.0881,,
Table 4,2019,2,33851,30852,"Oklahoma City, OK","Washington, DC (Metropolitan Area)",55650,223.79,266.06,46270,-42.27,-0.1589,9380,0.2027,,
